Objective,Name,Country,Longitude,Latitude,Elevation,Year,N_plots,Species,Structure,Age,Data,Organisation,Website,Responsible,Mail,References
Investigate thinning in Douglas-fir stands,TynnDFV0239,Norway,7.233013889,61.19733056,175.7,1958,1,Pseudotsuga menziesii,even-aged,72,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Douglas-fir stands,TynnDFV0492,Norway,6.053941667,58.62826389,201.5,1973,1,Pseudotsuga menziesii,even-aged,84,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Douglas-fir stands,TynnDFV0502,Norway,7.232983333,61.196625,173.7,1974,1,Pseudotsuga menziesii,even-aged,72,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0349,Norway,12.49134167,65.90261944,25.1,1964,1,Abies concolor,even-aged,84,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0386,Norway,5.965494444,58.74881389,257,1984,1,Abies alba,even-aged,94,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0556,Norway,6.056847222,58.52772222,104.5,1983,1,Abies alba,even-aged,88,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0566,Norway,6.064719444,58.53143611,94.5,1985,1,Abies alba,even-aged,88,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFir1104,Norway,10.57146944,61.71390833,972.1,1991,1,Abies Iasiocarpa,even-aged,71,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0087S,Norway,5.499908333,60.24848889,152.5,1957,1,Abies grandis,even-aged,83,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0398,Norway,7.2328,61.197825,177.5,1967,1,Abies grandis,even-aged,72,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0541,Norway,7.280180556,61.17889722,87.1,1983,1,Abies grandis,even-aged,72,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Fir stands,TynnFirV0347,Norway,12.49134167,65.90261944,25.1,1964,1,Abies nordmanniana,even-aged,82,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPine1003,Norway,29.28010833,69.20482222,73.4,1982,3,Pinus sylvestris,even-aged,93,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPine1004,Norway,12.10490278,60.42546667,205.4,1982,3,Pinus sylvestris,even-aged,73,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPine1005,Norway,23.24585278,69.92805278,28.1,1984,3,Pinus sylvestris,even-aged,71,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPine1040,Norway,9.260922222,59.62242778,154.7,1983,3,Pinus sylvestris,even-aged,67,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPine1064,Norway,8.519886111,58.9264,168.3,1984,4,Pinus sylvestris,even-aged,70,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPine1079,Norway,9.346411111,59.489327780000004,256.5,1984,3,Pinus sylvestris,even-aged,77,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPine1108,Norway,10.56611389,61.71147778,882.6,1991,1,Pinus sylvestris,even-aged,78,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPineV0131,Norway,6.064419444,58.53085556,87.4,1951,1,Pinus sylvestris,even-aged,88,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPineV0259,Norway,5.962733333,58.75199722,298.4,1958,1,Pinus sylvestris,even-aged,94,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPineV0490,Norway,6.062772222,58.53263611,129.4,1973,2,Pinus sylvestris,even-aged,86,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPineV0550,Norway,6.059386111,58.52960833,80.5,1983,1,Pinus sylvestris,even-aged,88,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPineV0551,Norway,6.057897222,58.52807778,84.8,1983,1,Pinus sylvestris,even-aged,88,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Scots Pine stands,TynnPineV0557,Norway,6.064005556,58.52634722,107.4,1983,1,Pinus sylvestris,even-aged,86,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0111,Norway,14.89266111,68.55746667,56.2,1950,1,Picea sitchensis,even-aged,93,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0189,Norway,5.964808333,58.74898056,242.7,1955,1,Picea sitchensis,even-aged,94,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0191,Norway,5.965736111,58.74987778,249.5,1955,1,Picea sitchensis,even-aged,92,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0199,Norway,14.46658611,67.05326944,117.2,1955,1,Picea sitchensis,even-aged,93,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0224,Norway,5.334588889,60.27902778,135.5,1957,1,Picea sitchensis,even-aged,89,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0234,Norway,5.965169444,58.75197778,286.4,1957,1,Picea sitchensis,even-aged,93,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0292,Norway,5.264894444,62.1047,172.6,1961,1,Picea sitchensis,even-aged,91,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0331,Norway,14.67122778,68.70485,65.6,1963,1,Picea sitchensis,even-aged,80,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0332,Norway,15.78093889,69.02777778,58.4,1963,1,Picea sitchensis,even-aged,84,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0350,Norway,12.49134167,65.90261944,25.1,1964,1,Picea sitchensis,even-aged,84,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0368,Norway,5.340941667,60.28313889,146.1,1965,1,Picea sitchensis,even-aged,83,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0383,Norway,5.15345,60.12486944,31.7,1966,1,Picea sitchensis,even-aged,74,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0388,Norway,5.968083333,58.750875,257.5,1984,1,Picea sitchensis,even-aged,92,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0389,Norway,5.963936111,58.75204444,295,1972,3,Picea sitchensis,even-aged,89,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0403,Norway,15.34928889,68.67745556,119.9,1967,1,Picea sitchensis,even-aged,84,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0404,Norway,15.34712222,68.67761111,137.1,1967,1,Picea sitchensis,even-aged,93,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0416,Norway,6.477730556,62.46920278,141.8,1970,1,Picea sitchensis,even-aged,74,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0419,Norway,6.062380556,58.53160556,102.9,1968,3,Picea sitchensis,even-aged,90,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0420,Norway,6.061902778,58.53077778,89.5,1968,2,Picea sitchensis,even-aged,90,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0422,Norway,5.382194444,60.39936111,227,1969,1,Picea sitchensis,even-aged,65,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0423,Norway,5.386155556,60.39901667,212.4,1969,1,Picea sitchensis,even-aged,67,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0447,Norway,6.064355556,58.529425,79.7,1971,3,Picea sitchensis,even-aged,90,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
Investigate thinning in Sitka Spruce stands,TynnSitkaSpruceV0448,Norway,6.063261111,58.52736111,106.1,1971,2,Picea sitchensis,even-aged,91,yield; diameter growth; height growth; thinning degree,<a href='http://www.NIBIO.no' target='_blank'>Norwegian Institute for Bioeconomy Research (NIBIO)</a>,http://www.NIBIO.no,Micky Allen,micky.allen@nibio.no,NA
